Pecha ID, Title, Author, Source ID, Creation Date, Last Update
ICF4D8C52,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 00:06:10.516363+00:00,2023-10-08 00:06:10.516372+00:00
I2ACE61D9,ས་སྐྱའི་ལམ་འབྲས། （གློག་ཀླད་པར་མ།）,-,http://purl.bdrc.io/resource/W1KG13617,2023-10-08 03:12:42.494553+00:00,2023-10-08 03:12:42.494561+00:00
IFEDF622D,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 04:47:01.493940+00:00,2023-10-08 04:47:01.493947+00:00
I17A8E25A,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-08 05:06:09.681866+00:00,2023-10-08 05:06:09.681873+00:00
I2CFCCE35,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 07:15:56.334867+00:00,2023-10-08 07:15:56.334873+00:00
I2C3BE546,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 07:15:56.738202+00:00,2023-10-08 07:15:56.738208+00:00
I8D6CD21E,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 07:37:18.922102+00:00,2023-10-08 07:37:18.922108+00:00
I6D6E30B4,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 07:38:57.324407+00:00,2023-10-08 07:38:57.324413+00:00
I44A1E277,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 07:56:28.931583+00:00,2023-10-08 07:56:28.931590+00:00
I436B214D,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23444,2023-10-08 08:04:46.803291+00:00,2023-10-08 08:04:46.803299+00:00
I49ADD4CA,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 08:13:36.324335+00:00,2023-10-08 08:13:36.324342+00:00
I64B7F4F7,ལྷ་ལུང་པས་ཉར་ཚགས་མཛད་པའི་འབྲུག་པ་བཀའ་བརྒྱུད་ཀྱི་ཤིང་པར་ཕྱག་དཔེ་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W3CN12887,2023-10-08 08:23:57.859117+00:00,2023-10-08 08:23:57.859122+00:00
I58A05FEB,ལྷ་ལུང་པས་ཉར་ཚགས་མཛད་པའི་འབྲུག་པ་བཀའ་བརྒྱུད་ཀྱི་ཤིང་པར་ཕྱག་དཔེ་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W3CN12887,2023-10-08 08:40:33.362160+00:00,2023-10-08 08:40:33.362166+00:00
IE52C1515,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 08:57:41.801088+00:00,2023-10-08 08:57:41.801094+00:00
I18B46B22,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23444,2023-10-08 09:06:00.313188+00:00,2023-10-08 09:06:00.313196+00:00
I64FF99A9,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 09:02:56.639873+00:00,2023-10-08 09:02:56.639878+00:00
I51882EEB,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 09:15:35.709527+00:00,2023-10-08 09:15:35.709533+00:00
IA4546676,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 09:19:18.053413+00:00,2023-10-08 09:19:18.053420+00:00
I7A81889F,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 10:22:11.496995+00:00,2023-10-08 10:22:11.497002+00:00
I2F4EC43F,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 10:24:15.655373+00:00,2023-10-08 10:24:15.655380+00:00
I682B22AB,ལྷ་ལུང་པས་ཉར་ཚགས་མཛད་པའི་འབྲུག་པ་བཀའ་བརྒྱུད་ཀྱི་ཤིང་པར་ཕྱག་དཔེ་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W3CN12887,2023-10-08 10:55:26.643191+00:00,2023-10-08 10:55:26.643196+00:00
IB3643B66,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 11:12:36.798492+00:00,2023-10-08 11:12:36.798500+00:00
I06616156,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23444,2023-10-08 11:20:52.894199+00:00,2023-10-08 11:20:52.894209+00:00
I0D24F54F,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 11:15:45.022739+00:00,2023-10-08 11:15:45.022747+00:00
I386C346D,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 11:28:07.118104+00:00,2023-10-08 11:28:07.118110+00:00
I27CA58A1,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 11:33:57.700823+00:00,2023-10-08 11:33:57.700829+00:00
I85A9BE6C,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-08 11:52:09.619413+00:00,2023-10-08 11:52:09.619422+00:00
I334E44F5,ལྷ་ལུང་པས་ཉར་ཚགས་མཛད་པའི་འབྲུག་པ་བཀའ་བརྒྱུད་ཀྱི་ཤིང་པར་ཕྱག་དཔེ་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W3CN12887,2023-10-08 12:13:21.603627+00:00,2023-10-08 12:13:21.603634+00:00
I4B9BC906,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 12:41:53.733955+00:00,2023-10-08 12:41:53.733961+00:00
I44294848,གསུང་འབུམ། རང་བྱུང་རྡོ་རྗེ།,ཀརྨ་པ ༠༣་རང་བྱུང་རྡོ་རྗེ།,http://purl.bdrc.io/resource/W30541,2023-10-08 12:53:52.727386+00:00,2023-10-08 12:53:52.727394+00:00
I44426F7A,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23444,2023-10-08 13:07:41.869559+00:00,2023-10-08 13:07:41.869565+00:00
IEEBF18B7,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 13:12:24.579044+00:00,2023-10-08 13:12:24.579049+00:00
I6A7D9532,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 13:19:37.649930+00:00,2023-10-08 13:19:37.649936+00:00
ID4D310F4,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 13:21:05.029514+00:00,2023-10-08 13:21:05.029520+00:00
I2C46800A,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-08 13:43:57.366782+00:00,2023-10-08 13:43:57.366789+00:00
I04150E4B,ལམ་འབྲས་ཚོགས་བཤད།,-,http://purl.bdrc.io/resource/W23648,2023-10-08 14:00:49.753223+00:00,2023-10-08 14:00:49.753231+00:00
I334F348A,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23444,2023-10-08 14:09:02.507649+00:00,2023-10-08 14:09:02.507658+00:00
I89845880,གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ།,རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ།,http://purl.bdrc.io/resource/W21019,2023-10-08 14:16:51.509119+00:00,2023-10-08 14:16:51.509127+00:00
I486B9D79,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 14:21:40.998020+00:00,2023-10-08 14:21:40.998031+00:00
I9B4B01BF,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 14:22:12.979659+00:00,2023-10-08 14:22:12.979667+00:00
I821F73DF,གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ།,རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ།,http://purl.bdrc.io/resource/W21019,2023-10-08 14:39:12.278279+00:00,2023-10-08 14:39:12.278285+00:00
IB41D4AE7,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-08 14:45:22.981741+00:00,2023-10-08 14:45:22.981750+00:00
I621F4AC9,ལྷ་ལུང་པས་ཉར་ཚགས་མཛད་པའི་འབྲུག་པ་བཀའ་བརྒྱུད་ཀྱི་ཤིང་པར་ཕྱག་དཔེ་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W3CN12887,2023-10-08 15:06:16.244528+00:00,2023-10-08 15:06:16.244533+00:00
I2984F195,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 15:47:36.388528+00:00,2023-10-08 15:47:36.388535+00:00
I84381A5F,གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W00KG08362,2023-10-08 16:18:00.774035+00:00,2023-10-08 16:18:00.774040+00:00
IBB548130,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-08 18:17:38.806515+00:00,2023-10-08 18:17:38.806523+00:00
I58526818,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-08 19:31:59.812547+00:00,2023-10-08 19:31:59.812555+00:00
I023E1345,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-08 20:04:06.537538+00:00,2023-10-08 20:04:06.537546+00:00
ID1346EC0,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-08 19:59:13.226219+00:00,2023-10-08 19:59:13.226227+00:00
I46C2630C,གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ།,རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ།,http://purl.bdrc.io/resource/W21019,2023-10-08 20:26:08.104336+00:00,2023-10-08 20:26:08.104343+00:00
IF847BD44,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-08 21:10:39.854534+00:00,2023-10-08 21:10:39.854539+00:00
I0842864C,གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W00KG08362,2023-10-08 21:39:21.792267+00:00,2023-10-08 21:39:21.792275+00:00
ICD27DBC7,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-08 21:46:25.524128+00:00,2023-10-08 21:46:25.524136+00:00
I40920C64,རྩ་ཆེན་ཤིང་པར་དཔེ་རྙིང་དཔེ་དཀོན་ཕྱོགས་བསྡུས།,-,http://purl.bdrc.io/resource/W2PD19644,2023-10-08 21:31:46.257921+00:00,2023-10-08 21:31:46.257929+00:00
I1B098C4B,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 21:58:47.452975+00:00,2023-10-08 21:58:47.452984+00:00
IC8689791,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-08 23:43:41.503854+00:00,2023-10-08 23:43:41.503862+00:00
I8D225C6E,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-08 23:43:40.992386+00:00,2023-10-08 23:43:40.992394+00:00
I8D4950C7,གསུང་འབུམ། སྒམ་པོ་པ།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23566,2023-10-08 23:59:50.476666+00:00,2023-10-08 23:59:50.476672+00:00
IE99898E1,གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ།,རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ།,http://purl.bdrc.io/resource/W21019,2023-10-09 00:16:46.912634+00:00,2023-10-09 00:16:46.912641+00:00
I4B8B130D,གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W00KG08362,2023-10-09 00:37:09.596905+00:00,2023-10-09 00:37:09.596912+00:00
IAD7FDC56,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-09 00:44:10.237813+00:00,2023-10-09 00:44:10.237823+00:00
ICCA633AC,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-09 00:51:59.026002+00:00,2023-10-09 00:51:59.026008+00:00
IB84D94F5,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-09 01:14:46.887508+00:00,2023-10-09 01:14:46.887515+00:00
ID748272D,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-09 01:26:25.948767+00:00,2023-10-09 01:26:25.948774+00:00
IEF84160F,གསུང་འབུམ། བློ་བཟང་བཟོད་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W19341,2023-10-09 01:34:09.314388+00:00,2023-10-09 01:34:09.314397+00:00
I33884490,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 02:17:53.122079+00:00,2023-10-09 02:17:53.122088+00:00
ICA4AD49F,གསུང་འབུམ། བློ་བཟང་བཟོད་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W19341,2023-10-09 02:54:35.704804+00:00,2023-10-09 02:54:35.704812+00:00
I44AF0AC0,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 02:53:37.469498+00:00,2023-10-09 02:53:37.469506+00:00
IDE737199,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-09 03:41:35.921587+00:00,2023-10-09 03:41:35.921594+00:00
I84B5FA9B,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-09 03:44:08.165099+00:00,2023-10-09 03:44:08.165107+00:00
I355C36C9,གསུང་འབུམ། སྣ་ཚོགས་རང་གྲོལ།,རྩེ་ལེ་སྣ་ཚོགས་རང་གྲོལ།,http://purl.bdrc.io/resource/W21019,2023-10-09 04:13:39.971136+00:00,2023-10-09 04:13:39.971144+00:00
I143CAF38,གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W00KG08362,2023-10-09 04:41:16.284795+00:00,2023-10-09 04:41:16.284803+00:00
I202B49C2,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-09 05:15:16.643375+00:00,2023-10-09 05:15:16.643381+00:00
I94AB3B51,གསུང་ཐོར་བུ། བསོད་ནམས་རིན་ཆེན།,སྒམ་པོ་པ་བསོད་ནམས་རིན་ཆེན།,http://purl.bdrc.io/resource/W23346,2023-10-09 05:48:45.757709+00:00,2023-10-09 05:48:45.757718+00:00
ICAEAE947,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 05:53:59.261474+00:00,2023-10-09 05:53:59.261479+00:00
IB434A4E2,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-09 06:36:15.140771+00:00,2023-10-09 06:36:15.140779+00:00
I6DCC1D6D,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-09 06:42:28.471250+00:00,2023-10-09 06:42:28.471257+00:00
IC1512E75,གསུང་འབུམ། བློ་བཟང་བཟོད་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W19341,2023-10-09 07:03:54.242837+00:00,2023-10-09 07:03:54.242844+00:00
I2B92BF89,གསུང་འབུམ། བསམ་གཏན་རྒྱ་མཚོ། ༼མཚོ་སྔོན་མི་རིགས་དཔེ་སྐྲུན་ཁང་།༽,དམུ་དགེ་བསམ་གཏན།,http://purl.bdrc.io/resource/W00KG08362,2023-10-09 07:31:19.501209+00:00,2023-10-09 07:31:19.501216+00:00
ID6636CC7,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-09 08:29:31.163802+00:00,2023-10-09 08:29:31.163811+00:00
I48F24C87,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 08:43:36.641655+00:00,2023-10-09 08:43:36.641662+00:00
IFF8FB8E8,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-09 10:42:22.030065+00:00,2023-10-09 10:42:22.030074+00:00
I7C8272C1,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 12:30:36.684512+00:00,2023-10-09 12:30:36.684521+00:00
I5F034BE6,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-09 15:16:36.169346+00:00,2023-10-09 15:16:36.169353+00:00
ID86870B8,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-09 16:42:30.635089+00:00,2023-10-09 16:42:30.635097+00:00
I4498C33C,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-10 13:20:40.658297+00:00,2023-10-10 13:20:40.658306+00:00
I2467FF71,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-10 15:21:23.219215+00:00,2023-10-10 15:21:23.219222+00:00
IC6C1CBBA,གསུང་འབུམ། བློ་བཟང་བཟོད་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W19341,2023-10-10 16:28:41.597014+00:00,2023-10-10 16:28:41.597020+00:00
IE3C777BB,གསུང་འབུམ། བརྩོན་འགྲུས་གྲགས་པ།,བླ་མ་ཞང་བརྩོན་འགྲུས་གྲགས་པ།,http://purl.bdrc.io/resource/W26673,2023-10-10 16:28:51.626321+00:00,2023-10-10 16:28:51.626328+00:00
IFB5E5DBD,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-10 17:51:31.946292+00:00,2023-10-10 17:51:31.946297+00:00
IA9B2B7B9,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-10 19:09:45.196067+00:00,2023-10-10 19:09:45.196075+00:00
I4D7686D8,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-10 21:08:24.993725+00:00,2023-10-10 21:08:24.993731+00:00
I2F6746AF,གསུང་འབུམ། དྷརྨ་ཤྲཱི།,སྨིན་གླིང་ལོ་ཆེན་དྷརྨ་ཤྲཱི།,http://purl.bdrc.io/resource/W9140,2023-10-10 23:33:03.259264+00:00,2023-10-10 23:33:03.259273+00:00
I93C4B344,གསུང་འབུམ། བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,པཎ་ཆེན་བློ་བཟང་ཆོས་ཀྱི་རྒྱལ་མཚན།,http://purl.bdrc.io/resource/W23430,2023-10-11 01:22:17.083376+00:00,2023-10-11 01:22:17.083384+00:00
I84648422,སྤྱི་ལོ ༢༠༠༨ལོར་བསམ་འགྲུབ་ཀྱིས་ཉར་ཚགས་བྱས་པའི་སྡེ་དགེའི་དམངས་ཁྲོད་ཀྱི་གནའ་དཔེ་བྲིས་མའི་གློག་རྡུལ་འདྲ་བཤུས།,-,http://purl.bdrc.io/resource/W3CN766,2023-10-11 16:34:08.537296+00:00,2023-10-11 16:34:08.537304+00:00
I2A24D734,གསུང་འབུམ། བློ་བཟང་བཟོད་པ།,དཀའ་ཆེན་བློ་བཟང་བཟོད་པ།,http://purl.bdrc.io/resource/W19341,2023-10-11 17:14:21.681134+00:00,2023-10-11 17:14:21.681142+00:00
